date,season,neutral,playoff,team1,team2,elo1,elo2,elo_prob1,score1,score2,result1,moneyline_home,moneyline_away
2016-11-13,2016,0,0,PIT,DAL,1541.62842,1595.202231,0.516437682,30,35,0,,
2016-11-13,2016,0,0,NE,SEA,1683.136078,1634.729398,0.657645961,24,31,0,,
2016-11-14,2016,0,0,NYG,CIN,1505.892574,1524.582616,0.566253488,21,20,1,,
2016-11-17,2016,0,0,CAR,NO,1554.991537,1478.452151,0.693124222,23,20,1,,
2016-11-20,2016,0,0,CLE,PIT,1276.43196,1523.025158,0.260122016,9,24,0,,
2016-11-20,2016,0,0,DAL,BAL,1613.805493,1484.219152,0.754012648,27,17,1,,
2016-11-20,2016,0,0,KC,TB,1660.576856,1435.171465,0.841803384,17,19,0,,
2016-11-20,2016,0,0,NYG,CHI,1511.781613,1383.415326,0.75270768,22,16,1,,
2016-11-20,2016,0,0,CIN,BUF,1518.693577,1540.575462,0.561735335,12,16,0,,
2016-11-20,2016,0,0,DET,JAX,1524.306635,1317.953604,0.826644969,26,19,1,,
2016-11-20,2016,0,0,MIN,ARI,1536.761096,1571.97688,0.542758242,30,24,1,,
2016-11-20,2016,0,0,IND,TEN,1481.785658,1404.426258,0.694127345,24,17,1,,
2016-11-20,2016,0,0,LAR,MIA,1465.20415,1490.261278,0.557230498,10,14,0,,
2016-11-20,2016,0,0,SEA,PHI,1663.566641,1557.94276,0.727542546,26,15,1,,
2016-11-20,2016,0,0,SF,NE,1328.254342,1654.298835,0.182024231,17,30,0,,
2016-11-20,2016,0,0,WSH,GB,1527.585245,1494.147078,0.637991123,42,24,1,,
2016-11-21,2016,1,0,OAK,HOU,1532.807983,1534.730767,0.497232919,27,20,1,,
2016-11-24,2016,0,0,DET,MIN,1530.724655,1554.318427,0.559307832,16,13,1,,
2016-11-24,2016,0,0,DAL,WSH,1624.643893,1547.990481,0.69326382,31,26,1,,
2016-11-24,2016,0,0,IND,PIT,1493.733419,1536.349558,0.532168471,7,28,0,,
2016-11-27,2016,0,0,MIA,SF,1508.529511,1319.665962,0.811739993,31,24,1,,
2016-11-27,2016,0,0,ATL,ARI,1555.02021,1554.419548,0.593300821,38,19,1,,
2016-11-27,2016,0,0,CHI,TEN,1374.568715,1392.478498,0.567356326,21,27,0,,
2016-11-27,2016,0,0,NO,LAR,1470.458057,1446.935916,0.624706699,49,21,1,,
2016-11-27,2016,0,0,HOU,LAC,1513.802982,1454.155311,0.672062801,13,21,0,,
2016-11-27,2016,0,0,BAL,CIN,1473.380752,1500.250546,0.554654524,19,14,1,,
2016-11-27,2016,0,0,CLE,NYG,1263.10756,1520.628224,0.248199521,13,27,0,,
2016-11-27,2016,0,0,BUF,JAX,1559.018493,1311.535585,0.858002336,28,21,1,,
2016-11-27,2016,0,0,TB,SEA,1456.480639,1676.132691,0.291058491,14,5,1,,
2016-11-27,2016,0,0,OAK,CAR,1553.735769,1562.985632,0.579549321,35,32,1,,
2016-11-27,2016,0,0,NYJ,NE,1460.080844,1662.887215,0.311465416,17,22,0,,
2016-11-27,2016,0,0,DEN,KC,1622.602007,1639.267682,0.569113393,27,30,0,,
2016-11-28,2016,0,0,PHI,GB,1545.37671,1473.741842,0.687086527,13,27,0,,
2016-12-01,2016,0,0,MIN,DAL,1542.325564,1634.970907,0.460298904,15,17,0,,
2016-12-04,2016,0,0,CIN,PHI,1484.563395,1505.69917,0.562792423,32,14,1,,
2016-12-04,2016,0,0,CHI,SF,1352.005264,1312.646448,0.645825047,26,6,1,,
2016-12-04,2016,0,0,BAL,MIA,1489.067903,1515.549025,0.555207117,38,6,1,,
2016-12-04,2016,0,0,GB,HOU,1513.419381,1482.495715,0.634641453,21,13,1,,
2016-12-04,2016,0,0,NO,DET,1494.754888,1542.717518,0.524499112,13,28,0,,
2016-12-04,2016,0,0,NE,LAR,1673.390706,1422.639085,0.860279392,26,10,1,,
2016-12-04,2016,0,0,ATL,KC,1578.681891,1655.401314,0.483140789,28,29,0,,
2016-12-04,2016,0,0,JAX,DEN,1306.36455,1606.468375,0.20532055,10,20,0,,
2016-12-04,2016,0,0,OAK,BUF,1565.105029,1564.189528,0.593738061,38,24,1,,
2016-12-04,2016,0,0,LAC,TB,1485.462577,1491.597167,0.583912737,21,28,0,,
2016-12-04,2016,0,0,ARI,WSH,1530.757866,1537.663467,0.582834014,31,23,1,,
2016-12-04,2016,0,0,PIT,NYG,1569.586837,1532.989253,0.64218095,24,14,1,,
2016-12-04,2016,0,0,SEA,CAR,1641.016163,1551.616372,0.70864178,40,7,1,,
2016-12-05,2016,0,0,NYJ,IND,1449.577353,1460.49614,0.577206567,10,41,0,,
2016-12-08,2016,0,0,KC,OAK,1662.063578,1586.4685,0.691966782,21,13,1,,
2016-12-11,2016,0,0,IND,HOU,1501.513351,1467.111018,0.639272002,17,22,0,,
2016-12-11,2016,0,0,TEN,DEN,1415.041949,1615.364437,0.314540007,13,10,1,,
2016-12-11,2016,0,0,CAR,LAC,1532.415256,1460.510692,0.687420215,28,16,1,,
2016-12-11,2016,0,0,JAX,MIN,1297.468487,1532.337277,0.273319918,16,25,0,,
2016-12-11,2016,0,0,PHI,WSH,1480.455858,1519.802954,0.536850556,22,27,0,,
2016-12-11,2016,0,0,BUF,PIT,1542.826057,1585.989598,0.531383878,20,27,0,,
2016-12-11,2016,0,0,CLE,CIN,1250.746531,1509.806707,0.246549568,10,23,0,,
2016-12-11,2016,0,0,MIA,ARI,1484.979815,1548.618379,0.501959254,26,23,1,,
2016-12-11,2016,0,0,DET,CHI,1572.02892,1372.594469,0.820863251,20,17,1,,
2016-12-11,2016,0,0,SF,NYJ,1292.057242,1408.560142,0.426419541,17,23,0,,
2016-12-11,2016,0,0,TB,NO,1516.549052,1465.443487,0.661135247,16,11,1,,
2016-12-11,2016,0,0,GB,SEA,1528.804078,1660.217278,0.405571053,38,10,1,,
2016-12-11,2016,0,0,LAR,ATL,1415.715601,1572.019628,0.371546451,14,42,0,,
2016-12-11,2016,0,0,NYG,DAL,1516.586492,1644.959195,0.409797491,10,7,1,,
2016-12-12,2016,0,0,NE,BAL,1680.31419,1519.637113,0.785683759,30,23,1,,
2016-12-15,2016,0,0,SEA,LAR,1618.938809,1391.690549,0.843210993,24,3,1,,
2016-12-17,2016,0,0,NYJ,MIA,1424.776004,1498.779897,0.487045257,13,34,0,,
2016-12-18,2016,0,0,CIN,PIT,1521.765042,1608.310784,0.46903287,20,24,0,,
2016-12-18,2016,0,0,MIN,IND,1544.021917,1477.520868,0.680697893,6,34,0,,
2016-12-18,2016,0,0,NYG,DET,1533.435736,1576.462714,0.531579628,17,6,1,,
2016-12-18,2016,0,0,KC,TEN,1674.786837,1435.292555,0.852306874,17,19,0,,
2016-12-18,2016,0,0,HOU,JAX,1491.103501,1285.783847,0.82579086,21,20,1,,
2016-12-18,2016,0,0,BUF,CLE,1520.50487,1238.788197,0.880361888,33,13,1,,
2016-12-18,2016,0,0,BAL,PHI,1511.553203,1460.990745,0.660434475,27,26,1,,
2016-12-18,2016,0,0,CHI,GB,1368.160675,1570.082548,0.312558377,27,30,0,,
2016-12-18,2016,0,0,ATL,SF,1596.044681,1275.84138,0.901801939,41,13,1,,
2016-12-18,2016,0,0,ARI,NO,1534.818298,1453.908943,0.698448738,41,48,0,,
2016-12-18,2016,0,0,DEN,NE,1595.113832,1688.3981,0.459385348,3,16,0,,
2016-12-18,2016,0,0,LAC,OAK,1445.415057,1573.74524,0.409856691,16,19,0,,
2016-12-18,2016,0,0,DAL,TB,1628.109951,1528.083596,0.721108754,26,20,1,,
2016-12-19,2016,0,0,WSH,CAR,1539.268067,1547.510891,0.580961226,15,26,0,,
2016-12-22,2016,0,0,PHI,NYG,1456.518298,1556.485142,0.449847881,24,19,1,,
2016-12-24,2016,0,0,CHI,WSH,1360.002461,1509.630774,0.380562891,21,41,0,,
2016-12-24,2016,0,0,NE,NYJ,1712.337213,1394.789179,0.90044004,41,3,1,,
2016-12-24,2016,0,0,JAX,TEN,1283.633067,1457.027974,0.348878794,38,17,1,,
2016-12-24,2016,0,0,CAR,ATL,1577.148184,1601.672526,0.55798706,16,33,0,,
2016-12-24,2016,0,0,GB,MIN,1578.240761,1495.265358,0.70094772,38,25,1,,
2016-12-24,2016,0,0,BUF,MIA,1526.797914,1528.766722,0.589726948,31,34,0,,
2016-12-24,2016,0,0,CLE,LAC,1232.495153,1434.369382,0.312617308,20,17,1,,
2016-12-24,2016,0,0,OAK,IND,1584.790915,1526.277428,0.670622259,33,25,1,,
2016-12-24,2016,0,0,NO,TB,1485.019968,1517.987015,0.545968946,31,24,1,,
2016-12-24,2016,0,0,LAR,SF,1383.134329,1270.213535,0.735788816,21,22,0,,
2016-12-24,2016,0,0,SEA,ARI,1627.495029,1503.707272,0.747769173,31,34,0,,
2016-12-24,2016,0,0,HOU,CIN,1493.254281,1506.81388,0.573492461,12,10,1,,
2016-12-25,2016,0,0,PIT,BAL,1623.261946,1516.02565,0.729378536,31,27,1,,
2016-12-25,2016,0,0,KC,DEN,1653.051418,1571.174719,0.699620264,33,10,1,,
2016-12-26,2016,0,0,DAL,DET,1638.206532,1553.413308,0.703136607,42,21,1,,
2017-01-01,2016,0,0,MIA,NE,1545.599698,1718.551517,0.349458423,14,35,0,,
2017-01-01,2016,0,0,CIN,BAL,1497.656666,1507.947141,0.578088974,27,10,1,,
2017-01-01,2016,0,0,IND,JAX,1512.572518,1325.971989,0.809741143,24,20,1,,
2017-01-01,2016,0,0,MIN,CHI,1480.475804,1337.688188,0.767834131,38,10,1,,
2017-01-01,2016,0,0,TEN,HOU,1414.689052,1502.411495,0.467346318,24,17,1,,
2017-01-01,2016,0,0,TB,CAR,1499.375388,1544.287817,0.52887617,17,16,1,,
2017-01-01,2016,0,0,PIT,CLE,1631.340454,1252.817835,0.927782935,27,24,1,,
2017-01-01,2016,0,0,PHI,DAL,1476.551512,1655.388965,0.341795953,27,13,1,,
2017-01-01,2016,0,0,NYJ,BUF,1388.574875,1509.964937,0.419553328,30,10,1,,
2017-01-01,2016,0,0,SF,SEA,1281.311239,1604.816349,0.184210831,23,25,0,,
2017-01-01,2016,0,0,WSH,NYG,1531.945047,1536.451929,0.586187415,10,19,0,,
2017-01-01,2016,0,0,DEN,OAK,1553.27714,1598.495825,0.528436881,24,6,1,,
2017-01-01,2016,0,0,ATL,NO,1634.532893,1503.631595,0.755413918,38,32,1,,
2017-01-01,2016,0,0,LAC,KC,1414.0467,1670.948997,0.248864326,27,37,0,,
2017-01-01,2016,0,0,LAR,ARI,1372.036624,1526.385953,0.374177598,6,44,0,,
2017-01-01,2016,0,0,DET,GB,1536.230875,1593.030315,0.511799363,24,31,0,,
2017-01-07,2016,0,1,HOU,OAK,1480.027864,1570.973515,0.462730463,27,14,1,,
2017-01-07,2016,0,1,SEA,DET,1608.438288,1514.8661,0.71357583,26,6,1,,
2017-01-08,2016,0,1,PIT,MIA,1633.006799,1525.006376,0.730245894,30,12,1,,
2017-01-08,2016,0,1,GB,NYG,1614.39509,1564.21012,0.659946988,38,13,1,,
2017-01-14,2016,0,1,ATL,SEA,1643.273433,1624.70622,0.617996152,36,20,1,,
2017-01-14,2016,0,1,NE,HOU,1739.144839,1508.723994,0.845610352,34,16,1,,
2017-01-15,2016,0,1,DAL,GB,1617.794683,1635.451172,0.567714195,31,34,0,,
2017-01-15,2016,0,1,KC,PIT,1681.926463,1647.734179,0.638993123,16,18,0,,
2017-01-22,2016,0,1,ATL,GB,1664.127266,1651.537731,0.609840369,44,21,1,,
2017-01-22,2016,0,1,NE,PIT,1747.160321,1662.437215,0.703052347,36,17,1,,
2017-02-05,2016,1,1,ATL,NE,1688.081418,1763.818168,0.392700277,28,34,0,,
2017-09-07,2017,0,0,NE,KC,1687.395154,1613.148952,0.690309273,27,42,0,,
2017-09-10,2017,0,0,DET,ARI,1500.732112,1536.821593,0.541509819,35,23,1,,
2017-09-10,2017,0,0,CLE,PIT,1335.76766,1598.852911,0.242270725,18,21,0,,
2017-09-10,2017,0,0,CHI,ATL,1383.934716,1617.20457,0.275151832,17,23,0,,
2017-09-10,2017,0,0,CIN,BAL,1515.969638,1491.099567,0.62652409,0,20,0,,
2017-09-10,2017,0,0,BUF,NYJ,1484.127683,1451.565526,0.636825657,21,12,1,,
2017-09-10,2017,0,0,TEN,OAK,1459.715122,1529.85159,0.492608566,16,26,0,,
2017-09-10,2017,0,0,HOU,JAX,1502.139008,1381.984201,0.743804375,7,29,0,,
2017-09-10,2017,0,0,WSH,PHI,1504.457904,1511.097196,0.583206697,17,30,0,,
2017-09-10,2017,0,0,LAR,IND,1398.793458,1513.712137,0.428651525,46,9,1,,
2017-09-10,2017,0,0,GB,SEA,1586.722386,1570.901591,0.61425696,17,9,1,,
2017-09-10,2017,0,0,SF,CAR,1353.459533,1526.877166,0.348849077,3,23,0,,
2017-09-10,2017,0,0,DAL,NYG,1569.472083,1530.436026,0.645399954,19,3,1,,
2017-09-11,2017,0,0,MIN,NO,1498.174613,1498.260704,0.592346568,29,19,1,,
2017-09-11,2017,0,0,DEN,LAC,1555.532966,1437.046156,0.741970389,24,21,1,,
2017-09-14,2017,0,0,CIN,HOU,1476.195532,1451.208768,0.626681256,9,13,0,,
2017-09-17,2017,0,0,CAR,BUF,1547.121106,1500.142289,0.655792982,9,3,1,,
2017-09-17,2017,0,0,NO,NE,1479.27082,1646.529757,0.356944723,20,36,0,,
2017-09-17,2017,0,0,JAX,TEN,1432.914441,1436.145676,0.587967537,16,37,0,,
2017-09-17,2017,0,0,PIT,MIN,1605.015234,1517.164496,0.706797266,26,9,1,,
2017-09-17,2017,0,0,BAL,CLE,1530.873673,1329.605337,0.822410324,24,10,1,,
2017-09-17,2017,0,0,IND,ARI,1471.180495,1513.606583,0.532440834,13,16,0,,
2017-09-17,2017,0,0,KC,PHI,1654.014349,1542.718347,0.733966543,27,20,1,,
2017-09-17,2017,0,0,TB,CHI,1505.564971,1373.987153,0.75613274,29,7,1,,
